Questões Corretas,Questões Erradas
,"17. UFPR  D PEPR  2014 O entendimento sumulado do Supremo Tribunal Federal é no sentido de que, no processo administrativo disciplinar, é indispensável a defesa técnica por meio de advogado, a fim de garantir o direito de defesa administrativamente. Comentários: A questão cobra o conhecimento da súmula vinculante nº 05, segundo a qual a falta de defesa técnica por advogado no processo administrativo disciplinar não ofende a Constituição"
,"9 FUB  2015 Os direitos sociais impõem deveres ao Estado que assegurem ao cidadão condições mínimas para uma vida digna, independentemente da existência de recursos públicos para custeio; assim, autoriza  se a livre invasão da atividade administrativa pelo Poder Judiciário para efetivação daqueles direitos, fenômeno conhecido como judicialização de políticas públicas. Comentários: A existência de recursos públicos deve ser levada em consideração na efetivação dos direitos sociais, apesar de o Estado ter a obrigação de assegurar ao cidadão condições mínimas para uma vida digna"
,"PGE PR  2015 No que toca à realização dos direitos sociais constitucionalmente garantidos, há que se atentar para a vedação do retrocesso social, que se coloca apenas às políticas públicas executivas, posto que não se pode ferir a liberdade do legislador. Comentários: A vedação ao retrocesso social é um princípio que deve ser observado pelo legislador e n ão apenas pelas políticas públicas executivas"
,"PGE PR  2015 A teoria de efetivação dos direitos sociais na dependência de recursos econômicos reserva do possível é a adaptação de entendimento fixado pela jurisprudência constituciona l alemã e integralmente aceita pelo Supremo Tribunal Federal. Comentários: Não se pode dizer que a reserva do possível é integralmente aceita pelo STF. Isso porque, na visão da Corte, há que se observar, também, o mínimo existencial"
,"MPE BA  2015 A implementação das prestações materiais e jurídicas exigíveis para a redução das desigualdades no plano fático, por dependerem em grande medida da disponibilidade orçamentária do Estado, faz com que estes direitos tenham o seu camp o de efetividade mais dificultado que os direitos de primeira geração. Comentários: De fato, a concretização efetivação dos direitos sociais é mais complexa do que a dos direitos de liberdade de primeira geração. Isso porque a efetivação dos direitos sociais depende da execução de políticas públicas, as quais, para serem realizadas, exigem recursos econômicos. Questão correta. DPE PE  2015 De acordo com o entendimento do STF, é inadmissível que o Poder Judiciário disponha sobre políticas públicas de segurança, mesmo em caso de persistente omissão do Estado, haja vista a indevida ingerência em questão, que envolve a discricionariedade do Poder Executivo. Comentários: A segurança é um direito social que deve ser garantido mediante políticas públicas do Estado. Porém, havendo persistente omissão do Estado, poderá, sim, o Poder Judiciário intervir"
,14 Comentários: O salário família somente é devido ao trabalhador de baixa renda
,"18 TRT 2a Região  2015 O trabalhador faz jus a seguro contra acidentes de trabalho, a c argo do empregador, sem excluir a indenização a que este esta obrigado, apenas quando for resultado d e dolo ou culpa. Comentários: É isso mesmo. O trabalhador faz jus a seguro contra acidentes de trabalho. Ademais, a indenização somente será devida ao trabalhador quando o empregador incorrer em dolo ou culpa. Questão correta. FUB  2015 A realização de trabalho noturno, perigoso ou insalubre por menor de dezoito anos de idade é permitida desde que o empregador pague a esse trabalhador adicional pecuniário. Comentários: Os menores de 18 anos não podem, em qualquer situação, realizar trabalho noturno, perigoso ou insalubre"
,"22 trabalhadores urbanos e rurais, até o limite de dois anos após a extinção do contrato d e trabalho;  Proibição de distinção entre trabalho manual, técnico e intelectual ou entre os profissionais respectivos;  Igualdade de direitos entre o trabalhador com vínculo empregatício permanente e o trabalhador avulso. Obviamente, alguns desses direitos não foram previstos para o doméstico pelas próprias características do trabalho. Não faria sentido, por exemplo, prever uma participação nos lucros, já que não trabalham em uma pessoa jurídica. Apesar dessa aparente f alta de isonomia, é importante que você atente para um detalhe: a Constituição Federal prevê, sim, a igualdade de direitos entre domésticos e demais trabalhadores, urbanos e rurais. Nos termos da PEC no 722013, diz se que esta  altera a redação do parágra fo único do art. 7º da Constituição Federal para estabelecer a igualdade de direitos trabalhistas entre os trabalhadores domésticos e os demais trabalhadores urbanos e rurais . UEG  2015 Os empregados domésticos passaram a ter direitos sociais antes previstos apenas para os demais trabalhadores em geral. É o caso do piso salarial nacional, que deve ser proporcional à extens ão e à complexidade do trabalho . Comentários: A EC nº 722013 não atribuiu aos empregados domésticos o direito ao piso salarial proporcional à extensão e à complexidade do trabalho"
,"23 do Trabalho e Emprego. Destaque se que é vedada a interferência d o Poder Público nos sindicatos princípio da autonomia sindical. II  é vedada a criação de mais de uma organ ização sindical, em qualquer grau, representativa de categoria profissional ou econômica, na mesma base territorial, que será definida pelos trabalhadores ou empregadores interessados, não podendo ser inferior à área de um Município; Esse dispositivo consagra o princípio da unicidade da organização sindical , que é um limitador da autonomia sindical. Segundo esse princípio, não podem coexistir mais de um sindicato da mesma categoria profissional trabalhadores ou econômica empregadore s dentro de uma idêntica base territorial , que não poderá ser inferior à área de um Município. Como exemplo, só poderá haver um Sindicato de professores no Município de Belo Horizonte. E em caso de existirem mais dois sindicatos na mesma base territorial ? Nesse caso, estaremos diante de um conflito, a ser resolvido pela anterioridade , ou seja, a categoria será representada pela entidade que primeiro realizou seu registro no órgão competente. Percebe se, aqui, que o registro do sindicato no Ministério do T rabalho e Emprego é um instrumento essencial para que o Estado realize o controle da unicidade sindical . TCE PE  2017 Por imposição de lei, se um órgão estadual for criado, os servidores ocupantes de cargo efetivo desse órgão poderão, desde que com p révia autorização do órgão estatal competente, fundar sindicato. Comentários: A criação de sindicato independe de autorização do Poder Público. Segundo o art. 8º, I, CF88, a lei não poderá exigir autorização do Estado para a fundação de sindicato, ressalvado o registro no órgão competente, vedadas ao Poder Público a interferência e a intervenção na organização sindical"
,24 Comentários: A fundação de sindicato independe de autorização estatal. A abrangência territorial da org anização sindical é definida pelo trabalhadores ou empregadores interessados
